rowid,utility_id_ferc1,plant_name_ferc1,plant_type,installation_year,capacity_mw,peak_demand_mw,plant_hours_connected_while_generating,net_capacity_favorable_conditions_mw,net_capacity_adverse_conditions_mw,net_generation_mwh
3488,161,mammoth pool,Storage,1960.0,190.0,182.0,7807.0,178.0,178.0,355685.364
3489,98,blanchard,Run of River,1988.0,18.0,16.0,8760.0,11.0,11.0,86962.6
3490,98,fond du lac,Storage,1924.0,12.0,12.0,8760.0,12.0,12.0,14312.15
3491,70,bliss,Run-of-River,1950.0,75.0,52.0,8756.0,76.0,1.0,291809.0
3492,70,brownlee,Storage,1980.0,585.4,552.0,8760.0,747.0,220.0,1678769.0
3493,70,cascade,Run-of-River,1984.0,12.42,14.0,8745.0,15.0,1.0,39982.0
3494,70,oxbow,Storage,1961.0,190.0,207.0,8760.0,221.0,202.0,744020.0
3495,70,hells canyon,Storage,1967.0,391.5,354.0,8760.0,445.0,137.0,1422250.0
3496,70,malad,Run-of-River,1948.0,21.77,23.0,8677.0,25.0,21.0,144563.0
3497,70,c j strike,Run-of-River,1952.0,82.8,84.0,8759.0,91.0,84.0,358642.0
3498,70,swan falls,Run-of-River,1994.0,25.0,19.0,8751.0,24.0,14.0,108062.0
3499,70,twin falls,Run-of-River,1995.0,52.74,36.0,5827.0,53.0,50.0,55373.0
3500,70,upper salmon,Run-of-River,1947.0,34.5,35.0,8760.0,39.0,32.0,188593.0
3501,70,shoshone falls,Run-of-River,1921.0,12.5,14.0,6061.0,14.0,11.0,64995.0
3502,70,lower salmon,Run-of-River,1949.0,60.0,40.0,8760.0,64.0,60.0,194164.0
3503,70,milner,Run-of-River,1992.0,59.45,37.0,4834.0,61.0,1.0,52819.0
3504,2,weiss,Storage,1962.0,87.75,83.0,8698.0,90.0,51.0,317610.0
3505,2,h. neely henry,Storage,1966.0,72.9,77.0,8741.0,77.0,9.0,297810.0
3506,2,logan martin,Storage,1964.0,135.0,126.0,8754.0,148.0,107.0,495981.0
3507,2,lay,Run-of-River,1968.0,177.0,174.0,8756.0,183.0,144.0,774445.0
3508,2,mitchell,Run-of-River,1985.0,170.0,169.0,8736.0,176.0,122.0,673185.0
3509,2,jordan,Run-of-River,1928.0,100.0,100.0,8760.0,128.0,81.0,477075.0
3510,2,walter bouldin,Run-of-River,1967.0,225.0,234.0,8760.0,240.0,153.0,812071.0
3511,2,martin,Storage,1952.0,182.0,162.0,8760.0,182.0,111.0,412885.0
3512,2,yates,Run-of-River,1928.0,47.0,44.0,8745.0,46.0,36.0,158284.0
3513,2,thurlow,Run-of-River,1930.0,81.0,81.0,8760.0,82.0,70.0,277802.0
3514,2,lewis smith,Storage,1962.0,157.5,158.0,8639.0,200.0,158.0,321202.0
3515,2,bankhead,Run-of-River,1963.0,53.99,52.0,6232.0,54.0,41.0,211342.0
3516,2,holt,Run-of-River,1968.0,46.94,47.0,6785.0,49.0,11.0,193247.0
3517,2,r.l. harris,Storage,1983.0,132.0,136.0,8758.0,138.0,109.0,201884.0
3518,133,balch no. 1,R of R/Storage,1927.0,31.0,34.0,7141.0,34.0,34.0,53987.904
3519,133,balch no. 2,R of R/Storage,1958.0,97.2,105.0,8097.0,105.0,104.0,200340.815
3520,133,belden,R of R/Storage,1969.0,117.9,125.0,6154.0,125.0,125.0,249735.786
3521,133,james b. black, R of R/Storage,1966.0,168.66,172.0,8650.0,172.0,172.0,533162.61
3522,133,bucks creek,R of R/Storage,1928.0,66.0,65.0,8365.0,65.0,53.0,137771.854
3523,133,butt valley,R of R/Storage,1958.0,40.0,41.0,8141.0,41.0,38.0,133302.166
3524,133,caribou no. 1,R of R/Storage,1924.0,73.85,75.0,7141.0,75.0,74.0,143020.517
3525,133,caribou no. 2,R of R/Storage,1958.0,117.9,120.0,8586.0,120.0,119.0,368397.02
3526,133,de sabla,R of R/Storage,1963.0,18.45,19.0,7547.0,19.0,19.0,73718.287
3527,133,drum no. 1,R of R/Storage,1928.0,49.2,54.0,2969.0,54.0,54.0,57423.591
3528,133,drum no. 2,R of R/Storage,1965.0,53.1,50.0,7781.0,50.0,49.0,240927.683
3529,133,dutch flat,R of R/Storage,1943.0,22.0,22.0,8035.0,22.0,23.0,106726.337
3530,133,electra,R of R/Storage,1948.0,102.5,98.0,8542.0,98.0,98.0,312122.996
3531,133,haas,R of R/Storage,1958.0,135.0,144.0,7249.0,144.0,138.0,181773.996
3532,133,halsey,R of R/Storage,1916.0,13.6,11.0,7756.0,11.0,11.0,44306.306
3533,133,hat creek no. 1,R of R/Storage,1921.0,10.0,9.0,6740.0,9.0,4.0,19580.973
3534,133,hat creek no. 2,R of R/Storage,1921.0,10.0,9.0,8488.0,9.0,9.0,36411.674
3535,133,kerckhoff no. 2,R of R/Storage,1983.0,139.5,155.0,5853.0,155.0,151.0,209463.855
3536,133,kings river,R of R/Storage,1962.0,48.6,52.0,7255.0,52.0,52.0,51057.741
3537,133,narrows,R of R/Storage,1942.0,10.2,12.0,7127.0,12.0,12.0,58745.692
3538,133,pit no.1,R of R/Storage,1922.0,69.3,61.0,8672.0,61.0,61.0,204369.38
3539,133,pit no. 3,R of R/Storage,1925.0,80.19,70.0,7319.0,70.0,70.0,258560.784
3540,133,pit no. 4,R of R/Storage,1955.0,103.5,95.0,7509.0,95.0,95.0,348819.097
3541,133,pit no. 5,R of R/Storage,1944.0,141.84,160.0,7460.0,160.0,160.0,541703.219
3542,133,pit no. 6,R of R/Storage,1965.0,79.2,80.0,8746.0,80.0,80.0,273254.704
3543,133,pit no. 7,R of R/Storage,1965.0,109.8,112.0,8752.0,112.0,112.0,379453.447
3544,133,poe,R of R/Storage,1958.0,142.83,120.0,8754.0,120.0,120.0,443849.822
3545,133,rock creek,R of R/Storage,1950.0,124.74,112.0,7799.0,112.0,112.0,312977.281
3546,133,salt springs,R of R/Storage,1953.0,42.03,44.0,7415.0,44.0,34.0,121011.748
3547,133,stanislaus,R of R/Storage,1963.0,81.9,91.0,6307.0,91.0,91.0,225705.997
3548,133,tiger creek,R of R/Storage,1931.0,52.28,58.0,7771.0,58.0,58.0,256829.851
3549,133,west point,R of R/Storage,1948.0,13.6,15.0,7973.0,15.0,13.0,72155.703
3550,133,wise no. 1,R of R/Storage,1917.0,13.6,14.0,7909.0,14.0,14.0,68249.991
3551,133,a.g. wishon,R of R/Storage,1910.0,12.8,20.0,5134.0,20.0,12.0,21244.861
3552,41,hardy,Storage,1931.0,31.52,35.0,7469.0,33.0,4.0,112747.0
3553,41,hodenpyl,Run-of-River,1925.0,19.0,12.0,8760.0,18.0,2.0,50191.0
3554,41,tippy,Run-of-River,1918.0,20.1,17.0,8760.0,21.0,5.0,64247.0
3555,122,black eagle,Run-of-River,1927.0,21.0,21.0,8760.0,21.0,11.0,14384.0
3556,122,cochrane,Run-of-River,1958.0,64.0,64.0,8760.0,64.0,18.0,31117.0
3557,122,hauser,Run-of-River,1914.0,19.0,19.0,8760.0,19.0,10.0,16982.0
3558,122,holter,Run-of-River,1918.0,48.0,48.0,8760.0,48.0,19.0,35934.0
3559,122,kerr,Storage,1954.0,196.0,194.0,8760.0,196.0,41.0,143763.0
3560,122,morony,Run-of-River,1930.0,48.0,48.0,8760.0,48.0,17.0,35673.0
3561,122,mystic,Storage,1925.0,12.0,12.0,8760.0,12.0,3.0,6979.0
3562,122,rainbow,Run-of-River,2014.0,64.0,64.0,8760.0,62.0,22.0,45566.0
3563,122,ryan,Run-of-River,1916.0,60.0,60.0,8760.0,60.0,31.0,58232.0
3564,122,thompson falls,Storage,1995.0,94.0,94.0,8760.0,94.0,94.0,61933.0
3565,186,roanoke rapids,Daily Storage,1955.0,100.0,100.0,8691.0,95.0,95.0,297519.01
3566,186,gaston,Daily Storage,1963.0,220.0,222.0,3417.0,220.0,220.0,309349.0
3567,202,cooper lake,Storage,1959.0,19.2,19.0,16766.0,18.0,20.0,32049.946
3568,202,eklutna,Storage,1954.0,11.7,39.0,16525.0,44.0,44.0,46353.954
3569,120,henn is & upper dam,Run of River,1955.0,13.89,13.0,7531.0,7.0,6.0,61666.846
3570,121,chippewa falls,Peaking,1928.0,21.6,23.0,8759.0,12.0,12.0,89094.391
3571,121,cornell,Peaking,1977.0,35.3,30.0,7702.0,20.0,20.0,112983.844
3572,121,eau claire dells,Peaking,2009.0,12.43,11.0,8759.0,7.0,7.0,62187.0
3573,121,holcombe,Peaking,1950.0,33.75,35.0,6549.0,22.0,22.0,121951.5
3574,121,jim falls,Peaking,1988.0,59.8,55.0,7203.0,25.0,25.0,154548.491
3575,121,st croix falls,Peaking,1911.0,23.2,25.0,8760.0,15.0,12.0,130084.0
3576,121,wissota,Peaking,1917.0,39.47,36.0,8760.0,18.0,18.0,177343.258
3577,145,shoshone,Run-of-River,1909.0,14.4,16.0,5565.0,15.0,8.0,66015.0
3578,177,osage,Storage,1953.0,287.5,250.0,8573.0,235.0,240.0,232190.0
3579,177,keokuk,Run-of-River,1913.0,162.0,144.0,8760.0,142.0,140.0,869780.0
3580,196,petenwell,Storage,1950.0,20.0,23.0,7735.0,21.0,21.0,110772.0
3581,196,castle rock,Storage,1951.0,15.0,18.0,8759.0,17.0,17.0,111894.0
3582,70,bliss,Run-of-River,1950.0,75.0,52.0,8760.0,76.0,1.0,301557.0
3583,70,brownlee,Storage,1980.0,585.4,615.0,8760.0,747.0,220.0,1916947.0
3584,70,cascade,Run-of-River,1984.0,12.42,14.0,8750.0,15.0,1.0,43078.0
3585,70,oxbow,Storage,1961.0,190.0,209.0,8760.0,221.0,202.0,831631.0
3586,70,hells canyon,Storage,1967.0,391.5,439.0,8760.0,445.0,137.0,1623091.0
3587,70,malad,Run-of-River,1948.0,21.77,23.0,8756.0,25.0,21.0,95302.0
3588,70,c j strike,Run-of-River,1952.0,82.8,60.0,8760.0,91.0,84.0,366278.0
3589,70,swan falls,Run-of-River,1994.0,25.0,18.0,8751.0,24.0,14.0,110848.0
3590,70,twin falls,Run-of-River,1995.0,52.74,44.0,5940.0,53.0,50.0,59763.0
3591,70,upper salmon,Run-of-River,1947.0,34.5,34.0,8760.0,39.0,32.0,191224.0
3592,70,shoshone falls,Run-of-River,1921.0,12.5,13.0,4693.0,14.0,11.0,42929.0
3593,70,lower salmon,Run-of-River,1949.0,60.0,36.0,8757.0,64.0,60.0,197065.0
3594,70,milner,Run-of-River,1992.0,59.45,44.0,3868.0,61.0,1.0,53514.0
3595,187,monroe street,Run-of-River,1992.0,14.8,17.0,8633.0,15.0,15.0,102775.0
3596,187,upper falls,Run-of-River,1922.0,10.0,14.0,8432.0,10.0,10.0,67033.0
3597,187,nine mile falls,Run-of-River,1994.0,26.4,16.0,6822.0,22.0,22.0,55630.0
3598,187,post falls,Storage,1980.0,14.8,19.0,5454.0,15.0,15.0,83872.0
3599,187,cabinet gorge,Storage,1953.0,265.0,267.0,6804.0,273.0,273.0,1194480.0
3600,187,noxon rapids,Storage,1977.0,487.8,557.0,5734.0,562.0,562.0,1968070.0
3601,187,long lake,Storage,1924.0,70.0,90.0,6554.0,88.0,88.0,476442.0
3602,187,little falls,Run-of-River,1911.0,32.0,38.0,6618.0,36.0,36.0,195005.0
3603,8,carpenter,Storage,1933.0,56.0,62.0,4002.0,62.0,62.0,106975.194
3604,8,remmel,Storage,1923.0,9.0,14.0,4948.0,12.0,12.0,35138.82
3605,141,faraday,Run-of-River;Storage,1958.0,36.8,47.0,8759.0,46.0,5.0,160974.0
3606,141,north fork,Run-of-River,1958.0,40.8,57.0,8595.0,58.0,7.0,204604.0
3607,141,river mill,Run-of-River,1952.0,20.6,26.0,8757.0,25.0,4.0,104996.0
3608,141,oak grove,Run-of-River;Stor,1931.0,51.0,80.0,8623.0,44.0,19.0,209159.0
3609,141,pelton,Storage,1958.0,109.8,114.0,7585.0,110.0,60.0,422526.0
3610,141,round butte,Storage,1964.0,324.9,298.0,7970.0,345.0,192.0,992592.0
3611,141,sullivan,Run-of-River,1953.0,15.4,18.0,8646.0,18.0,7.0,127380.0
3612,146,amoskeag,Run of River-Storage,1924.0,16.0,18.0,7992.0,18.0,17.0,72087.235
3613,146,garvins,Run of River-Storage,1981.0,12.4,10.0,8034.0,7.0,12.0,41594.706
3614,146,smith,Run of River-Storage,1949.0,15.0,18.0,6324.0,16.0,12.0,87604.447
3615,57,mathis-terrora,Storage,1925.0,16.0,17.0,8483.0,17.0,15.0,34879.0
3616,57,tallulah falls,Run-of-River,1920.0,72.0,69.0,8716.0,72.0,66.0,117685.0
3617,57,tugalo,Run-of-River,1924.0,45.0,47.0,8569.0,52.0,45.0,87878.0
3618,57,yonah,Run-of-River,1925.0,23.0,27.0,8733.0,29.0,25.0,40915.0
3619,57,bartletts ferry,Storage,1985.0,173.0,152.0,8651.0,193.0,175.0,359931.0
3620,57,goat rock,Run-of-River,2005.0,39.0,33.0,8757.0,40.0,40.0,138630.0
3621,57,oliver dam,Run-of-River,1959.0,60.0,60.0,8759.0,59.0,59.0,197805.0
3622,57,north highlands,Run-of-River,1963.0,30.0,37.0,8746.0,35.0,34.0,113122.0
3623,57,sinclair dam,Storage,1953.0,45.0,44.0,8754.0,44.0,39.0,104753.0
3624,57,lloyd shoals,Storage,1916.0,14.0,21.0,8760.0,23.0,18.0,65245.0
3625,57,morgan falls,Run-of-River,1923.0,17.0,16.0,8249.0,11.0,11.0,34869.0
3626,57,wallace dam,Storage,1980.0,113.0,112.0,1883.0,115.0,109.0,59889.0
3627,159,parr,Run-of-River,1921.0,14.88,28.0,8721.0,12.0,7.0,50306.0
3628,159,saluda,Storage,1971.0,207.3,202.0,7224.0,200.0,200.0,110245.0
3629,159,stevens creek,Run-of-River,1926.0,17.28,20.0,8743.0,10.0,8.0,80471.0
3630,161,big creek no. 1,Storage,1925.0,88.4,88.0,7982.0,88.0,88.0,151122.106
3631,161,big creek no. 2,Storage,1925.0,66.5,65.0,8144.0,99.0,99.0,140966.538
3632,161,big creek no. 8,Storage,1929.0,75.0,69.0,8328.0,71.0,71.0,105735.888
3633,161,portal power plant,Storage,1956.0,10.8,11.0,7866.0,11.0,11.0,22879.558
3634,161,poole plant,Storage,1924.0,11.3,11.0,8008.0,11.0,11.0,21225.522
3635,161,big creek no. 2a,Storage,1928.0,110.0,98.0,7961.0,67.0,67.0,207247.74
3636,161,big creek no. 3,Storage,1980.0,181.9,194.0,8274.0,175.0,175.0,302926.525
3637,161,big creek no. 4,Storage,1951.0,100.0,103.0,8289.0,100.0,100.0,133445.65
3638,161,kern river no. 1,Run-of-River,1907.0,26.3,24.0,7421.0,26.0,26.0,101689.198
3639,161,mammoth pool,Storage,1960.0,190.0,185.0,7271.0,178.0,178.0,217262.79
3640,150,lower baker,Storage,2013.0,115.0,109.0,9337.0,109.0,109.0,429609.103
3641,150,upper baker,Storage,1959.0,109.0,107.0,8491.0,91.0,91.0,340085.381
3642,150,snoqualmie falls,Run-of-River,2013.0,54.0,36.0,16661.0,54.0,54.0,188141.931
3643,98,blanchard,Run-of-River,1988.0,18.0,18.0,8760.0,11.0,11.0,100392.6
3644,98,fond du lac,Storage,1924.0,12.0,14.0,8760.0,13.0,13.0,34340.22
3645,2,weiss,Storage,1962.0,87.75,83.0,8756.0,90.0,51.0,209892.0
3646,2,h. neely henry,Storage,1966.0,72.9,77.0,8659.0,77.0,9.0,198568.0
3647,2,logan martin,Storage,1964.0,135.0,126.0,8760.0,148.0,107.0,346035.0
3648,2,lay,Run-of-River,1968.0,177.0,174.0,8760.0,183.0,144.0,561938.0
3649,2,mitchell,Run-of-River,1985.0,170.0,169.0,8760.0,176.0,122.0,466344.0
3650,2,jordan,Run-of-River,1928.0,100.0,100.0,8753.0,128.0,81.0,294067.0
3651,2,walter bouldin,Run-of-River,1967.0,225.0,234.0,8669.0,240.0,153.0,590082.0
3652,2,martin,Storage,1952.0,182.0,162.0,8760.0,182.0,111.0,348048.0
3653,2,yates,Run-of-River,1928.0,47.0,44.0,8753.0,46.0,36.0,138401.0
3654,2,thurlow,Run-of-River,1930.0,81.0,81.0,8760.0,82.0,70.0,228345.0
3655,2,lewis smith,Storage,1962.0,157.5,158.0,8122.0,200.0,158.0,243605.0
3656,2,bankhead,Run-of-River,1963.0,53.99,52.0,3611.0,54.0,41.0,47391.0
3657,2,holt,Run-of-River,1968.0,46.94,47.0,2181.0,49.0,11.0,72223.0
3658,2,r.l. harris,Storage,1983.0,132.0,136.0,8758.0,138.0,109.0,147978.0
3659,133,balch no. 1,R of R/Storage,1927.0,31.0,34.0,7686.0,34.0,34.0,44325.296
3660,133,balch no. 2,R of R/Storage,1958.0,97.2,105.0,7962.0,105.0,104.0,160418.484
3661,133,belden,R of R/Storage,1969.0,117.9,125.0,4403.0,125.0,125.0,166767.383
3662,133,james b. black, R of R/Storage,1966.0,168.66,172.0,8737.0,172.0,172.0,432390.533
3663,133,bucks creek,R of R/Storage,1928.0,66.0,65.0,7204.0,65.0,53.0,69772.798
3664,133,butt valley,R of R/Storage,1958.0,40.0,41.0,7823.0,41.0,38.0,88047.424
3665,133,caribou no. 1,R of R/Storage,1924.0,73.85,75.0,2831.0,75.0,74.0,71781.86
3666,133,caribou no. 2,R of R/Storage,1958.0,117.9,120.0,8063.0,120.0,119.0,291563.811
3667,133,coleman,R of R/Storage,1979.0,12.15,13.0,8153.0,13.0,5.0,35543.757
3668,133,cresta, R of R/Storage,1950.0,73.8,70.0,8068.0,70.0,72.0,156606.67
3669,133,de sabla,R of R/Storage,1963.0,18.45,19.0,6392.0,19.0,19.0,43650.392
3670,133,drum no. 1,R of R/Storage,1928.0,49.2,54.0,1232.0,54.0,54.0,19893.981
3671,133,drum no. 2,R of R/Storage,1965.0,53.1,50.0,6942.0,50.0,49.0,170829.246
3672,133,dutch flat,R of R/Storage,1943.0,22.0,22.0,6326.0,22.0,23.0,60196.354
3673,133,electra,R of R/Storage,1948.0,102.5,98.0,7449.0,98.0,98.0,220267.58
3674,133,haas,R of R/Storage,1958.0,135.0,144.0,7737.0,144.0,138.0,138258.142
3675,133,halsey,R of R/Storage,1916.0,13.6,11.0,7284.0,11.0,11.0,24257.539
3676,133,hat creek no. 1,R of R/Storage,1921.0,10.0,9.0,7303.0,9.0,4.0,20956.277
3677,133,hat creek no. 2,R of R/Storage,1921.0,10.0,9.0,8256.0,9.0,9.0,32216.176
3678,133,kerckhoff no. 2,R of R/Storage,1983.0,139.5,155.0,3514.0,155.0,151.0,140591.904
3679,133,kings river,R of R/Storage,1962.0,48.6,52.0,5959.0,52.0,52.0,41283.298
3680,133,narrows,R of R/Storage,1942.0,10.2,12.0,3050.0,12.0,12.0,25182.623
3681,133,pit no.1,R of R/Storage,1922.0,69.3,61.0,8574.0,61.0,61.0,177903.005
3682,133,pit no. 3,R of R/Storage,1925.0,80.19,70.0,6624.0,70.0,70.0,215463.19
3683,133,pit no. 4,R of R/Storage,1955.0,103.5,95.0,7171.0,95.0,95.0,319014.717
3684,133,pit no. 5,R of R/Storage,1944.0,141.84,160.0,8431.0,160.0,160.0,516622.474
3685,133,pit no. 6,R of R/Storage,1965.0,79.2,80.0,8268.0,80.0,80.0,278464.908
3686,133,pit no. 7,R of R/Storage,1965.0,109.8,112.0,8276.0,112.0,112.0,306821.72
3687,133,poe,R of R/Storage,1958.0,142.83,120.0,8747.0,120.0,120.0,313039.342
3688,133,rock creek,R of R/Storage,1950.0,125.37,119.0,8326.0,119.0,119.0,236943.211
3689,133,salt springs,R of R/Storage,1953.0,42.03,44.0,4504.0,44.0,34.0,106513.282
3690,133,stanislaus,R of R/Storage,1963.0,81.9,91.0,7491.0,91.0,91.0,147024.534
3691,133,tiger creek,R of R/Storage,1931.0,52.28,58.0,5961.0,58.0,58.0,191940.932
3692,133,west point,R of R/Storage,1948.0,13.6,15.0,7343.0,15.0,13.0,52182.283
3693,133,wise no. 1,R of R/Storage,1917.0,13.6,14.0,7838.0,14.0,14.0,40837.329
3694,133,a.g. wishon,R of R/Storage,1910.0,12.8,20.0,3567.0,20.0,12.0,6570.941
3695,134,copco no. 1,Storage,1922.0,20.0,22.0,6158.0,28.0,28.0,65390.0
3696,134,copco no. 2,Run-of-River,1925.0,27.0,27.0,6204.0,34.0,34.0,86439.0
3697,134,clearwater no. 1,Run-of-River,1953.0,15.0,10.0,8729.0,18.0,18.0,41246.0
3698,134,clearwater no. 2,Run-of-River,1953.0,26.0,17.0,7681.0,31.0,31.0,44892.0
3699,134,cutler,Storage,1927.0,30.0,22.0,6102.0,29.0,29.0,40610.0
3700,134,fish creek,Run-of-River,1952.0,11.0,11.0,3209.0,10.0,10.0,24132.0
3701,134,grace,Storage,1923.0,33.0,29.0,8276.0,33.0,33.0,56069.0
3702,134,iron gate,Storage,1962.0,18.0,19.0,8426.0,19.0,19.0,85550.0
3703,134,jc boyle,Storage,1958.0,97.98,81.0,5266.0,83.0,83.0,172588.0
3704,134,lemolo no. 1,Storage,1955.0,31.99,32.0,8214.0,32.0,32.0,140861.0
3705,134,lemolo no. 2,Run-of-River,1956.0,38.5,36.0,8731.0,39.0,39.0,173729.0
3706,134,merwin,Storage (Re-Reg),1958.0,136.0,146.0,8760.0,151.0,151.0,579582.0
3707,134,toketee,Storage,1950.0,42.5,43.0,8717.0,45.0,45.0,226366.0
3708,134,oneida,Storage,1920.0,30.0,15.0,8755.0,28.0,28.0,21691.0
3709,134,prospect no. 2,Run-of-River,1928.0,32.0,36.0,8491.0,36.0,36.0,206474.0
3710,134,slide creek,Run-of-River,1951.0,18.0,18.0,8719.0,18.0,18.0,70420.0
3711,134,soda,Storage,1924.0,14.0,9.0,6147.0,14.0,14.0,14510.0
3712,134,soda springs,Storage (Re-Reg),1952.0,11.0,12.0,8676.0,12.0,12.0,54071.0
3713,134,swift no. 1,Storage,1958.0,240.0,260.0,6159.0,264.0,264.0,811753.0
3714,134,yale,Storage,1953.0,134.0,170.0,7491.0,164.0,164.0,671963.0
3715,134,olmsted,Run-of-River,1922.0,10.3,8.0,6655.0,10.0,10.0,7064.0
3716,45,bridgewater,Storage,2011.0,27.73,32.0,8498.0,32.0,28.0,56492.0
3717,45,rhodhiss,Storage,1925.0,37.5,34.0,7978.0,34.0,33.0,62360.0
3718,45,oxford,Storage,1928.0,36.0,44.0,5843.0,44.0,40.0,107244.0
3719,45,lookout shoals,Run-of-River,1915.0,25.77,31.0,8716.0,28.0,28.0,95959.0
3720,45,mountain island,Storage,1923.0,60.0,61.0,4431.0,62.0,58.0,108212.0
3721,45,cowans ford,Storage,1967.0,350.0,242.0,1555.0,390.0,325.0,148025.0
3722,45,wylie,Storage,1925.0,60.0,70.0,8755.0,78.0,72.0,143153.0
3723,45,fishing creek,Storage,1916.0,36.72,54.0,6080.0,56.0,49.0,156449.0
3724,45,great falls,Run-of-River,1907.0,24.0,15.0,325.0,14.0,11.0,2272.0
3725,45,dearborn,Run-of-River,1923.0,45.5,47.0,7534.0,47.0,42.0,138262.0
3726,45,cedar creek,Run-of-River,1926.0,45.0,49.0,7353.0,45.0,43.0,156153.0
3727,45,wateree,Storage,1919.0,56.0,93.0,8648.0,90.0,85.0,232806.0
3728,45,ninety-nine islands,Run-of-River,1910.0,18.0,18.0,8751.0,20.0,10.0,78817.0
3729,45,keowee,Storage,1971.0,157.5,81.0,713.0,160.0,152.0,58482.0
3730,45,thorpe,Storage,1941.0,22.0,22.0,4108.0,23.0,4.0,70135.0
3731,45,nantahala,Storage,1942.0,43.0,51.0,4244.0,51.0,37.0,191771.0
3732,45,tennessee creek,Storage,1955.0,11.0,10.0,3564.0,11.0,7.0,28301.0
3733,41,hardy,Storage,1931.0,31.52,33.0,7674.0,33.0,4.0,104498.0
3734,41,hodenpyl,Run-of-River,1925.0,19.0,18.0,8760.0,18.0,2.0,55121.0
3735,41,tippy,Run-of-River,1918.0,20.1,20.0,8760.0,21.0,5.0,68332.0
3736,17,blewett,Storage,1912.0,24.61,26.0,8755.0,27.0,27.0,118929.0
3737,17,tillery,Storage,1960.0,84.0,85.0,3388.0,84.0,84.0,182181.99
3738,17,walters,Storage,1930.0,108.0,115.0,8271.0,112.0,112.0,343190.0
3739,122,black eagle,Run-of-River,1927.0,21.0,21.0,8760.0,21.0,11.0,127279.0
3740,122,cochrane,Run-of-River,1958.0,64.0,64.0,8760.0,64.0,18.0,260568.0
3741,122,hauser,Run-of-River,1914.0,19.0,19.0,8760.0,19.0,10.0,122257.0
3742,122,holter,Run-of-River,1918.0,48.0,48.0,8760.0,48.0,19.0,258627.0
3743,122,kerr,Storage,1954.0,196.0,194.0,5927.0,196.0,41.0,827255.0
3744,122,morony,Run-of-River,1930.0,48.0,48.0,8760.0,48.0,17.0,247097.0
3745,122,mystic,Storage,1925.0,12.0,12.0,8760.0,12.0,3.0,57481.0
3746,122,rainbow,Run-of-River,2014.0,64.0,64.0,8760.0,62.0,22.0,347742.0
3747,122,ryan,Run-of-River,1916.0,60.0,60.0,8760.0,60.0,31.0,447914.0
3748,122,thompson falls,Storage,1995.0,94.0,94.0,8760.0,94.0,94.0,522509.0
3749,133,balch no. 1,R of R/Storage,1927.0,31.0,34.0,4989.0,34.0,34.0,19305.522
3750,133,balch no. 2,R of R/Storage,1958.0,97.2,105.0,6365.0,105.0,104.0,51608.55
3751,133,belden,R of R/Storage,1969.0,117.9,125.0,3922.0,125.0,125.0,142912.134
3752,133,james b. black, R of R/Storage,1966.0,168.66,172.0,8563.0,172.0,172.0,398102.126
3753,133,bucks creek,R of R/Storage,1928.0,66.0,65.0,7156.0,65.0,53.0,79157.289
3754,133,butt valley,R of R/Storage,1958.0,40.0,41.0,6866.0,41.0,38.0,73346.779
3755,133,caribou no. 1,R of R/Storage,1924.0,73.85,75.0,5173.0,75.0,74.0,82182.088
3756,133,caribou no. 2,R of R/Storage,1958.0,117.9,120.0,6329.0,120.0,119.0,220740.977
3757,133,coleman,R of R/Storage,1979.0,12.15,13.0,6482.0,13.0,5.0,26893.816
3758,133,cresta, R of R/Storage,1950.0,73.8,70.0,8714.0,70.0,72.0,124141.762
3759,133,de sabla,R of R/Storage,1963.0,18.45,19.0,6572.0,19.0,19.0,42821.962
3760,133,drum no. 1,R of R/Storage,1928.0,49.2,54.0,1184.0,54.0,54.0,20917.221
3761,133,drum no. 2,R of R/Storage,1965.0,53.1,50.0,7330.0,50.0,49.0,175386.413
3762,133,dutch flat,R of R/Storage,1943.0,22.0,22.0,7438.0,22.0,23.0,62567.107
3763,133,electra,R of R/Storage,1948.0,102.5,98.0,7222.0,98.0,98.0,164186.776
3764,133,haas,R of R/Storage,1958.0,135.0,144.0,5204.0,144.0,138.0,35180.222
3765,133,halsey,R of R/Storage,1916.0,13.6,11.0,4236.0,11.0,11.0,14611.674
3766,133,hat creek no. 1,R of R/Storage,1921.0,10.0,9.0,8476.0,9.0,4.0,22155.66
3767,133,hat creek no. 2,R of R/Storage,1921.0,10.0,9.0,8476.0,9.0,4.0,30899.239
3768,133,kerckhoff no. 2,R of R/Storage,1983.0,139.5,155.0,2533.0,155.0,151.0,78031.01
3769,133,kings river,R of R/Storage,1962.0,48.6,52.0,2001.0,52.0,52.0,15298.0
3770,133,narrows,R of R/Storage,1942.0,10.2,12.0,3634.0,12.0,12.0,36316.456
3771,133,pit no.1,R of R/Storage,1922.0,69.3,61.0,7711.0,61.0,61.0,147083.96
3772,133,pit no. 3,R of R/Storage,1925.0,80.19,70.0,8308.0,70.0,70.0,237704.29
3773,133,pit no. 4,R of R/Storage,1955.0,103.5,95.0,7311.0,95.0,95.0,229979.077
3774,133,pit no. 5,R of R/Storage,1944.0,141.84,160.0,8627.0,160.0,160.0,443217.447
3775,133,pit no. 6,R of R/Storage,1965.0,79.2,80.0,8529.0,80.0,80.0,199847.908
3776,133,pit no. 7,R of R/Storage,1965.0,109.8,112.0,8747.0,112.0,112.0,272488.579
