rowid,utility_id_ferc1,plant_name_ferc1,plant_type,installation_year,capacity_mw,peak_demand_mw,plant_hours_connected_while_generating,net_capacity_favorable_conditions_mw,net_capacity_adverse_conditions_mw,net_generation_mwh
985,2,thurlow dam,Run-of-River,1930.0,58.0,77.0,6841.0,67.0,45.0,223590.0
986,2,lewis smith dam,Storage,1962.0,157.5,188.0,8514.0,200.0,164.0,291010.0
987,2,bankhead dam,Run-of-River,1963.0,45.1,56.0,7872.0,54.0,41.0,160873.0
988,2,holt dam,Run-of-River,1968.0,40.0,42.0,8439.0,43.0,11.0,154463.0
989,2,r. l. harris dam,Storage,1983.0,135.0,136.0,8661.0,138.0,100.0,199895.0
990,146,amoskeag,Run of River-Storage,1924.0,16.0,17.0,8753.0,18.0,18.0,92801.3
991,146,garvins,Run of River-Storage,1981.0,12.4,11.0,8271.0,12.0,12.0,45909.79
992,146,smith,Run of River-Stge,1949.0,15.0,33.0,8598.0,14.0,11.0,108323.932
993,161,big creek no. 1,STORAGE,1925.0,88.4,91.0,8760.0,83.0,83.0,571090.0
994,161,big creek no. 2,STORAGE,1925.0,66.5,76.0,8760.0,67.0,67.0,445497.421
995,161,big creek no. 2a,STORAGE,1928.0,110.0,103.0,8760.0,99.0,99.0,657540.679
996,161,big creek no. 3,STORAGE,1980.0,174.5,185.0,8760.0,182.0,182.0,1094867.88
997,161,big creek no. 4,STORAGE,1951.0,100.0,100.0,8760.0,100.0,100.0,613169.19
998,161,big creek no. 8,STORAGE,1929.0,75.0,69.0,8755.0,65.0,65.0,407608.52
999,161,portal power plant,STORAGE,1956.0,10.8,10.0,8758.0,11.0,11.0,48630.55
1000,161,kern river no. 1,Run-of-River,1907.0,25.9,26.0,8736.0,25.0,25.0,209450.857
1001,161,kern river no.3,Run-of-River,1921.0,40.2,37.0,8735.0,37.0,37.0,225378.04
1002,161,mammoth pool,STORAGE,1960.0,190.0,183.0,8760.0,187.0,183.0,760689.7
1003,161,poole plant,STORAGE,1924.0,11.3,11.0,8751.0,11.0,11.0,40288.3
1004,39,shepaug,Run of River,1955.0,37.2,44.0,3538.0,43.0,43.0,123008.378
1005,39,stevenson,Run of River,1936.0,30.5,30.0,4477.0,29.0,29.0,97800.17
1006,190,cabot,Run of River,1917.0,51.0,53.0,8708.0,53.0,53.0,271245.475
1007,190,cobble mountain,Storage,1930.0,33.0,34.0,1833.0,34.0,34.0,27684.3
1008,67,hadley falls,RUN OF RIVER,1983.0,30.8,32.0,8735.0,32.0,32.0,194582.491
1009,17,walters,Storage,1930.0,108.0,113.0,8688.0,100.0,105.0,404873.0
1010,17,tillery,Storage,1960.0,84.0,87.0,8760.0,86.0,86.0,236832.0
1011,17,blewett,Storage,1912.0,24.6,27.0,6210.0,25.0,22.0,123548.0
1012,196,petenwell,Storage,1950.0,20.0,21.0,8760.0,23.0,4.0,84409.0
1013,196,castle rock,Storage,1951.0,15.0,19.0,8760.0,20.0,3.0,85000.0
1014,102,black eagle,Run-of-River,1927.0,21.28,20.0,8729.0,18.0,11.0,146871.398
1015,102,cochrane,Run-of-River,1958.0,48.0,55.0,8757.0,54.0,18.0,337795.2
1016,102,hauser,Storage,1914.0,17.0,17.0,8756.0,17.0,10.0,141376.0
1017,102,holter,Storage,1918.0,38.4,50.0,8758.0,50.0,19.0,360983.0
1018,102,kerr,Storage,1954.0,211.68,195.0,8759.0,188.0,41.0,1013017.23
1019,102,morony,Run-of-River,1930.0,45.0,49.0,8759.0,48.0,17.0,352868.838
1020,102,mystic lake,Storage,1925.0,10.0,11.0,9476.0,11.0,3.0,47557.96
1021,102,rainbow,Run-of-River,1917.0,35.6,37.0,8756.0,35.0,22.0,262025.4
1022,102,ryan,Run-of-River,1916.0,48.0,60.0,8757.0,60.0,31.0,495401.0
1023,102,thompson falls,Storage,1995.0,90.95,90.0,8758.0,86.0,25.0,505681.0
1024,41,hardy,Run-of-River,1931.0,30.0,32.0,5643.0,32.0,32.0,79910.5
1025,41,hodenpyl,Run-of-River,1925.0,18.0,13.0,8759.0,18.0,18.0,37290.4
1026,41,tippy,Run-of-River,1918.0,20.0,18.0,8758.0,21.0,21.0,54792.6
1027,45,bridgewater,Storage,1919.0,20.0,21.0,4747.0,23.0,19.0,63909.0
1028,45,rhodhiss,Storage,1925.0,25.5,31.0,7658.0,28.0,24.0,75043.0
1029,45,oxford,Storage,1928.0,36.0,42.0,7152.0,42.0,35.0,90257.0
1030,45,lookout shoals,Run-of-River,1915.0,25.77,30.0,8760.0,28.0,23.0,112917.0
1031,45,mountain island,Storage,1923.0,60.0,60.0,8621.0,60.0,48.0,129415.0
1032,45,cowans ford,Storage,1967.0,350.0,324.0,1929.0,380.0,325.0,193590.0
1033,45,wylie,Storage,1925.0,60.0,69.0,8739.0,70.0,61.0,178581.0
1034,45,fishing creek,Storage,1916.0,36.72,49.0,8728.0,45.0,40.0,163896.0
1035,45,great falls,Run-of-River,1907.0,24.0,30.0,3380.0,28.0,24.0,44557.0
1036,45,dearborn,Run-of-River,1923.0,45.5,48.0,8732.0,42.0,36.0,179710.0
1037,45,rocky creek,Run-of-River,1909.0,28.0,27.0,2953.0,28.0,25.0,42789.0
1038,45,cedar creek,Run-of-River,1926.0,45.0,41.0,8711.0,40.0,33.0,144801.0
1039,45,wateree,Storage,1919.0,56.0,87.0,8754.0,80.0,66.0,294459.0
1040,45,ninety-nine islands,Run-of-River,1910.0,18.0,21.0,8706.0,18.0,10.0,71582.0
1041,45,buzzard roost,Storage,1940.0,15.0,18.0,8738.0,16.0,12.0,60917.0
1042,45,keowee,Storage,1971.0,157.5,140.0,885.0,174.0,140.0,86183.0
1043,45,thorpe,Storage,1941.0,22.0,22.0,5229.0,23.0,22.0,102458.0
1044,45,nantahala,Storage,1942.0,43.0,46.0,5507.0,46.0,37.0,231626.0
1045,45,tennessee creek,Storage,1955.0,11.0,9.0,4432.0,10.0,7.0,40044.6
1046,138,holtwood,Run-of-River,1924.0,108.0,115.0,5700.0,102.0,102.0,523751.0
1047,138,wallenpaupack,Storage,1926.0,40.0,44.0,3525.0,44.0,44.0,92403.0
1048,145,boulder,Storage,1911.0,20.0,20.0,7891.0,20.0,5.0,20328.0
1049,145,shoshone,Run-of-River,1909.0,14.0,18.0,8755.0,15.0,8.0,114872.0
1050,141,bull run,Run-of-River,1922.0,21.0,23.0,8397.0,22.0,21.0,102712.0
1051,141,faraday,Run-of-River;Storage,1958.0,36.81,46.0,8760.0,44.0,39.0,210980.0
1052,141,north fork, Run-of-River;Stor,1958.0,38.4,55.0,8743.0,54.0,43.0,245493.0
1053,141,river mill,Run-of-River;Stora,1952.0,18.9,28.0,8756.0,23.0,20.0,130041.0
1054,141,oak grove,Run-of-River;Stora,1931.0,51.0,48.0,8758.0,49.0,49.0,295019.0
1055,141,pelton,Run-of-River;Storage,1958.0,97.2,111.0,7112.0,124.0,108.0,516856.0
1056,141,round butte,Storage,1964.0,247.1,295.0,7271.0,330.0,210.0,1196587.0
1057,141,sullivan, Run-of River,1953.0,15.4,17.0,8539.0,16.0,9.0,119851.0
1058,171,santeelah,Storage,1928.0,45.0,41.0,5856.0,41.0,23.0,174928.0
1059,171,cheoah,Run-of-River,1949.0,110.0,122.0,6101.0,114.0,114.0,443866.0
1060,171,calderwood,Run-of-River,1938.0,121.5,120.0,5915.0,121.0,116.0,504859.0
1061,171,chilhowee,Run-of-River,1957.0,50.0,53.0,4770.0,53.0,51.0,151890.0
1062,18,s. murray hydro stn,Run-of-River,1990.0,195.0,201.0,8760.0,201.0,6.0,809.925
1063,188,lake lynn,Run-of-River,1926.0,51.2,53.0,8760.0,52.0,52.0,86809.0
1064,39,shepaug,Run of River,1955.0,37.2,43.0,3046.0,43.0,43.0,122077.686
1065,39,stevenson,Run of River,1936.0,30.5,28.0,4186.0,29.0,29.0,96035.069
1066,197,high rock,Storage,1927.0,33.0,37.0,3484.0,37.0,12.0,82213.73
1067,197,tuckertown,Run-of-River,1932.0,42.0,41.0,3300.0,42.0,38.0,90302.18
1068,197,narrows,Storage,1924.0,96.5,116.0,3740.0,108.0,80.0,300868.0
1069,197,falls,Run-of-River,1922.0,31.5,32.0,3595.0,32.0,22.0,82431.6
1070,19,neversink,Run-of River,1953.0,25.0,24.0,3523.0,22.0,23.0,45170.0
1071,19,sturgeon pool,Storage,1924.0,14.4,16.0,3475.0,16.0,16.0,46916.0
1072,19,dashville,Run-of-River,1920.0,4.8,5.0,5522.0,5.0,5.0,10527.0
1073,19,high falls,Run-of -River,1986.0,3.2,6.0,4172.0,3.0,3.0,5343.0
1074,67,hadley falls,RUN OF RIVER,1983.0,30.8,32.0,6104.0,32.0,32.0,169225.925
1075,146,amoskeag,Run of River-Storage,1924.0,16.0,18.0,7563.0,18.0,18.0,85480.7
1076,146,garvins,Run of River-Storage,1981.0,12.4,11.0,7540.0,12.0,12.0,44539.64
1077,146,smith,Run of River-Stge,1949.0,15.0,33.0,7607.0,14.0,11.0,108262.58
1078,153,safe harbor,Run-of-River,1986.0,417.5,391.0,8760.0,402.0,288.0,812.217
1079,70,bliss,Run-of-River,1950.0,75.0,73.0,8754.0,80.0,76.0,465406.0
1080,70,brownlee,Storage,1980.0,585.4,602.0,8760.0,728.0,617.0,3084077.0
1081,70,oxbow,Storage,1961.0,190.0,218.0,8732.0,220.0,220.0,1171045.0
1082,70,hells canyon,Storage,1967.0,391.5,439.0,8760.0,450.0,136.0,2786425.0
1083,70,malad,Run-of-River,1948.0,21.77,25.0,8724.0,24.0,18.0,186513.0
1084,70,c j strike,Run-of-River,1952.0,82.8,90.0,8733.0,89.0,88.0,643196.0
1085,70,swan falls,Run-of-River,1994.0,25.0,16.0,8732.0,26.0,11.0,104067.0
1086,70,upper salmon,Run-of-River,1947.0,34.5,37.0,8748.0,39.0,23.0,285146.0
1087,70,shoshone falls,Run-of-River,1921.0,12.5,14.0,8676.0,13.0,6.0,117059.0
1088,70,lower salmon,Run-of-River,1949.0,60.0,67.0,8759.0,70.0,68.0,403320.0
1089,102,black eagle,Run-of-River,1927.0,21.28,20.0,8721.0,18.0,11.0,130324.978
1090,102,cochrane,Run-of-River,1958.0,48.0,55.0,8741.0,54.0,18.0,317058.369
1091,102,hauser,Storage,1914.0,17.0,17.0,8756.0,17.0,10.0,127112.88
1092,102,holter,Storage,1918.0,38.4,50.0,8745.0,50.0,19.0,333995.329
1093,102,kerr,Storage,1954.0,211.68,193.0,8746.0,188.0,41.0,1112198.118
1094,102,morony,Run-of-River,1930.0,45.0,49.0,8738.0,48.0,17.0,326310.791
1095,102,mystic lake,Storage,1925.0,10.0,11.0,8731.0,11.0,3.0,48612.798
1096,102,rainbow,Run-of-River,1917.0,35.6,37.0,8736.0,35.0,22.0,254883.8
1097,102,ryan,Run-of-River,1916.0,48.0,60.0,8232.0,60.0,31.0,446002.515
1098,102,thompson falls,Storage,1995.0,90.95,90.0,8761.0,86.0,25.0,523358.957
1099,98,thomson,Storage,1949.0,72.6,71.0,8760.0,71.0,71.0,424188.2
1100,98,blanchard,Run of River,1988.0,18.0,17.0,8760.0,17.0,17.0,125487.1
1101,98,fond du lac,Storage,1924.0,12.0,13.0,8760.0,11.0,11.0,67040.1
1102,161,big creek no. 1,Storage,1925.0,88.4,91.0,8760.0,83.0,83.0,390999.0
1103,161,big creek no. 2,Storage,1925.0,66.5,76.0,8760.0,67.0,67.0,337212.389
1104,161,big creek no. 2a,Storage,1928.0,110.0,103.0,8760.0,99.0,99.0,520220.011
1105,161,big creek no. 3,Storage,1980.0,174.5,185.0,8760.0,182.0,182.0,839673.18
1106,161,big creek no. 4,Storage,1951.0,100.0,100.0,8760.0,100.0,100.0,435868.33
1107,161,big creek no. 8,Storage,1929.0,75.0,69.0,8755.0,65.0,65.0,299059.36
1108,161,portal power plant,Storage,1956.0,10.8,10.0,8758.0,11.0,11.0,37786.31
1109,161,kern river no. 1,Run-of-River,1907.0,25.9,26.0,8736.0,25.0,25.0,188247.019
1110,161,kern river no. 3,Run-of-River,1921.0,40.2,37.0,8735.0,37.0,37.0,124409.25
1111,161,mammoth pool,Storage,1960.0,190.0,183.0,8760.0,187.0,183.0,604339.9
1112,161,poole plant,Storage,1924.0,11.3,11.0,8751.0,11.0,11.0,31843.3
1113,121,chippewa falls,Run-of-River,1928.0,23.6,23.0,8760.0,23.0,23.0,63226.87
1114,121,cornell,Run-of-River,1977.0,30.9,32.0,8727.0,32.0,32.0,74223.7
1115,121,holcombe,Run-of-River,1950.0,33.8,35.0,4655.0,35.0,35.0,85540.75
1116,121,jim falls,Run-of-River,1988.0,50.2,57.0,7943.0,57.0,57.0,118781.12
1117,121,st. croix falls,Run-of-River,1923.0,23.2,24.0,8760.0,24.0,24.0,122523.5
1118,121,wissota,Run-of-River,1917.0,36.0,37.0,8757.0,37.0,37.0,118582.716
1119,177,osage,Storage,1953.0,208.0,232.0,8008.0,212.0,140.0,707001.0
1120,202,cooper lake,Storage,1961.0,16.66,17.0,6640.0,17.0,17.0,60720.94
1121,17,walters,Storage,1930.0,108.0,112.0,7409.0,100.0,105.0,277888.0
1122,17,tillery,Storage,1960.0,84.0,87.0,8760.0,86.0,86.0,123945.0
1123,17,blewett,Storage,1912.0,24.6,27.0,7964.0,25.0,22.0,95157.0
1124,159,parr,Run-of-river,1921.0,15.0,17.0,3333.0,14.0,14.0,60087.0
1125,159,columbia,Run-of-river,1929.0,11.0,9.0,8130.0,10.0,10.0,37561.0
1126,159,saluda,Storage,1971.0,198.0,205.0,3112.0,206.0,206.0,49826.0
1127,159,stevens creek,Run-of-River,1926.0,19.0,17.0,8756.0,9.0,9.0,68245.0
1128,57,mathis-terrora,Storage,1925.0,16.0,19.0,8747.0,17.0,15.0,33332.0
1129,57,tallulah falls,Run-of-River,1920.0,72.0,71.0,8760.0,72.0,66.0,99757.0
1130,57,tugalo,Run-of-River,1924.0,45.0,55.0,8760.0,52.0,45.0,82612.0
1131,57,yonah,Run-of-River,1925.0,23.0,29.0,8753.0,29.0,25.0,35296.0
1132,57,bartletts ferry,Storage,1985.0,173.0,181.0,8758.0,194.0,176.0,225240.222
1133,57,goat rock,Run-of-River,1956.0,26.0,46.0,8754.0,28.0,27.0,102994.0
1134,57,oliver dam,Run-of-River,1959.0,60.0,58.0,8746.0,60.0,59.0,124645.0
1135,57,north highlands,Run-of-River,1963.0,30.0,38.0,8739.0,35.0,34.0,65548.0
1136,57,sinclair dam,Storage,1953.0,45.0,45.0,8756.0,44.0,39.0,61948.0
1137,57,lloyd shoals,Storage,1916.0,14.0,20.0,8760.0,23.0,20.0,48297.0
1138,57,morgan falls,Run-of-River,1923.0,17.0,16.0,8755.0,14.0,10.0,26232.0
1139,57,wallace dam,Storage,1980.0,113.0,319.0,2379.0,115.0,109.0,433404.0
1140,41,hardy,Run-of-River,1931.0,30.0,30.0,5141.0,32.0,32.0,75713.5
1141,41,hodenpyl,Run-of-River,1925.0,17.0,8.0,8760.0,18.0,18.0,35372.0
1142,41,tippy,Run-of-River,1918.0,20.1,11.0,8760.0,21.0,21.0,53401.0
1143,45,bridgewater,Storage,1919.0,20.0,24.0,2841.0,23.0,19.0,29060.0
1144,45,rhodhiss,Storage,1925.0,25.5,21.0,8560.0,28.0,24.0,39568.0
1145,45,oxford,Storage,1928.0,36.0,40.0,8648.0,42.0,35.0,70140.0
1146,45,lookout shoals,Run-of-River,1915.0,25.77,28.0,8756.0,28.0,23.0,61888.0
1147,45,mountain island,Storage,1923.0,60.0,60.0,8668.0,60.0,48.0,52896.0
1148,45,cowans ford,Storage,1967.0,350.0,274.0,918.0,380.0,325.0,84393.0
1149,45,wylie,Storage,1925.0,60.0,68.0,8750.0,70.0,61.0,84759.0
1150,45,fishing creek,Storage,1916.0,36.72,47.0,8740.0,46.0,40.0,87156.0
1151,45,great falls,Run-of-River,1907.0,24.0,24.0,722.0,28.0,24.0,8559.0
1152,45,dearborn,Run-of-River,1923.0,45.5,45.0,8746.0,42.0,36.0,101214.0
1153,45,rocky creek,Run-of-River,1909.0,28.0,28.0,892.0,28.0,25.0,13561.0
1154,45,cedar creek,Run-of-River,1926.0,45.0,40.0,8652.0,40.0,33.0,68947.0
1155,45,wateree,Storage,1919.0,56.0,99.0,8724.0,81.0,66.0,132958.0
1156,45,ninety-nine islands,Run-of-River,1910.0,18.0,20.0,8760.0,18.0,10.0,40688.0
1157,45,buzzard roost,Storage,1940.0,15.0,15.0,8745.0,16.0,12.0,28672.0
1158,45,keowee,Storage,1971.0,157.5,150.0,486.0,174.0,140.0,48959.0
1159,45,thorpe,Storage,1941.0,22.0,22.0,3804.0,23.0,22.0,67082.0
1160,45,nantahala,Storage,1942.0,43.0,47.0,4914.0,46.0,37.0,188753.0
1161,45,tennessee creek,Storage,1955.0,11.0,9.0,3971.0,10.0,7.0,33509.6
1162,168,conowingo,Run of River,1964.0,474.0,504.0,8760.0,512.0,512.0,1415245.0
1163,150,lower baker,Storage,1960.0,71.4,72.0,7607.0,71.0,71.0,480930.6
1164,150,upper baker,Storage,1959.0,90.7,106.0,6572.0,103.0,103.0,445139.56
1165,150,snoqualmie falls #1,Run of River,1905.0,11.9,9.0,6815.0,13.0,13.0,37374.8
1166,150,snoqualmie falls #2,Run of River,1957.0,30.09,36.0,8671.0,31.0,31.0,250783.1
1167,150,white river,Run of River,1924.0,70.0,59.0,6178.0,70.0,70.0,291442.0
1168,120,henn is & upper dam,Run of River,1955.0,12.5,12.0,8435.0,12.0,2.0,77121.0
1169,151,roch. sta.5,Run of River,1927.0,40.5,45.0,8760.0,43.0,39.0,107125.0
1170,193,peavy falls,Storage,1943.0,12.0,16.0,6825.0,15.0,15.0,61930.9
1171,193,big quinnesec,Run of River,1949.0,19.5,20.0,8760.0,16.0,15.0,104047.2
1172,134,grace,Storage,1923.0,33.0,34.0,8750.0,33.0,17.0,249348.0
1173,134,olmsted,Run-of-River,1922.0,10.3,9.0,8423.0,7.0,2.0,38353.0
1174,134,oneida,Storage,1920.0,30.0,25.0,8731.0,30.0,28.0,104079.0
1175,134,soda,Storage,1924.0,14.0,8.0,8655.0,7.0,4.0,50395.0
1176,134,merwin,Storage,1958.0,136.0,148.0,8755.0,144.0,95.0,674962.0
1177,134,yale,Storage,1953.0,134.0,170.0,6515.0,134.0,99.0,785155.0
1178,134,swift no. 1,Storage,1958.0,240.0,262.0,7059.0,266.0,140.0,912943.0
1179,134,copco no. 1,Storage,1922.0,20.0,25.0,7465.0,26.0,26.0,143012.0
1180,134,copco no. 2,Run-of-River,1925.0,27.0,29.0,7498.0,30.0,26.0,171912.0
1181,134,john c. boyle,Storage,1958.0,79.99,89.0,7833.0,90.0,82.0,467862.0
1182,134,iron gate,Storage,1962.0,18.0,19.0,8281.0,20.0,20.0,133890.0
1183,134,soda springs,Run-of-River,1952.0,11.0,4.0,8682.0,12.0,12.0,84267.0
1184,134,slide creek,Run-of-River,1951.0,18.0,18.0,8755.0,18.0,17.0,119235.0
1185,134,fish creek,Run-of-River,1952.0,11.0,12.0,8020.0,12.0,12.0,72636.0
1186,134,clearwater no. 1,Run-of-River,1953.0,15.0,15.0,8737.0,15.0,12.0,74725.0
1187,134,clearwater no. 2,Run-of-River,1953.0,26.0,22.0,8507.0,26.0,26.0,84486.0
1188,134,lemolo no. 1,Run-of-River,1955.0,29.0,27.0,8603.0,29.0,23.0,186219.0
1189,134,lemolo no. 2,Run-of-River,1956.0,33.0,34.0,8548.0,35.0,33.0,237246.0
1190,134,toketee,Conventional,1950.0,42.5,45.0,8758.0,42.0,42.0,292953.0
1191,134,prospect no. 2,Run-of-River,1928.0,32.0,36.0,8723.0,36.0,26.0,235777.0
1192,199,york-haven,Run-of-River,1930.0,19.6,23.0,8726.0,19.0,19.0,127.779
1193,2,weiss,Storage,1962.0,87.8,89.0,8641.0,90.0,51.0,172171.0
1194,2,h. neely henry,Storage,1966.0,72.9,72.0,8668.0,77.0,9.0,164654.0
1195,2,logan martin,Storage,1964.0,128.3,137.0,8601.0,148.0,107.0,293600.0
1196,2,lay,Run-Of-River,1968.0,177.0,186.0,8492.0,194.0,144.0,474160.0
1197,2,mitchell,Run-Of-River,1985.0,170.0,168.0,8581.0,176.0,122.0,390773.0
1198,2,jordan,Run-Of-River,1928.0,100.0,130.0,8624.0,128.0,81.0,235130.0
1199,2,walter bouldin,Run-Of-River,1967.0,225.0,234.0,8565.0,240.0,153.0,527381.0
1200,2,martin,Storage,1952.0,154.2,161.0,8425.0,169.0,117.0,186651.0
1201,2,yates,Run-Of-River,1928.0,32.0,45.0,7979.0,39.0,28.0,86395.0
1202,2,thurlow,Run-Of-River,1930.0,58.0,77.0,6841.0,67.0,45.0,129762.0
1203,2,lewis smith,Storage,1962.0,157.5,188.0,8514.0,200.0,164.0,241285.0
1204,2,bankhead,Run-Of-River,1963.0,45.1,56.0,7872.0,54.0,41.0,167606.0
1205,2,holt,Run-of-River,1968.0,40.0,42.0,8439.0,43.0,11.0,149179.0
1206,2,r.l.harris,Storage,1983.0,135.0,136.0,8661.0,138.0,100.0,85703.0
1207,138,holtwood,Run-of-River,1924.0,108.0,114.0,6636.0,102.0,102.0,518510.0
1208,138,wallenpaupack,Storage,1926.0,40.0,43.0,3480.0,44.0,44.0,55341.0
1209,187,monroe street,Run-of-River,1992.0,14.82,17.0,8754.0,15.0,15.0,115015.0
1210,187,upper falls,Run-of-River,1922.0,10.0,12.0,8755.0,10.0,9.0,77720.0
1211,187,cabinet gorge,Storage,1953.0,221.0,237.0,8760.0,236.0,227.0,1153128.0
1212,187,noxon rapids,Storage,1977.0,466.7,540.0,8760.0,528.0,425.0,1896663.0
1213,187,long lake,Storage,1924.0,70.0,90.0,8760.0,88.0,85.0,560341.0
1214,187,nine mile falls,Run-of-River,1994.0,26.36,29.0,8760.0,25.0,24.0,152625.0
1215,187,post falls,Storage,1980.0,14.75,20.0,8760.0,18.0,16.0,98279.0
1216,187,little falls,Run-of-River,1911.0,32.0,39.0,8760.0,36.0,36.0,231691.0
1217,145,boulder,Storage,1911.0,20.0,20.0,5675.0,20.0,5.0,12713.0
1218,145,shoshone,Run-of-River,1909.0,14.0,16.0,8277.0,15.0,8.0,104329.0
1219,141,bull run,Run-of-River,1922.0,21.0,23.0,8626.0,22.0,21.0,101610.0
1220,141,faraday,Run-of-River;Storage,1958.0,36.81,45.0,8783.0,44.0,39.0,168392.0
1221,141,north fork, Run-of-River;Stor,1958.0,38.4,54.0,8783.0,54.0,43.0,192985.0
1222,141,river mill,Run-of-River;Stora,1952.0,18.9,27.0,8755.0,23.0,20.0,105081.0
1223,141,oak grove,Run-of-River;Stora,1931.0,51.0,45.0,8762.0,49.0,49.0,260848.0
1224,141,pelton,Run-of-River;Storage,1958.0,109.8,105.0,6709.0,124.0,108.0,466352.0
1225,141,round butte,Storage,1964.0,247.1,292.0,6875.0,330.0,210.0,1074301.0
1226,141,sullivan, Run-of River,1953.0,15.4,17.0,8736.0,16.0,9.0,128951.0
1227,153,safe harbor,Run-of-River,1986.0,417.5,400.0,8760.0,402.0,288.0,1062.827
1228,171,santeelah (tapoco),Storage,1928.0,45.0,41.0,4021.0,41.0,23.0,119007.0
1229,171,cheoah (tapoco),Run-of-River,1949.0,110.0,119.0,5104.0,114.0,114.0,356836.0
1230,171,calderwood (tapoco),Run-of-River,1938.0,121.5,119.0,5184.0,121.0,116.0,405042.0
1231,171,chilhowee (tapoco),Run-of-River,1957.0,50.0,54.0,3700.0,53.0,51.0,119008.0
1232,171,high rock (yadkin),Storage,1927.0,33.0,38.0,3793.0,37.0,12.0,68183.4
1233,171,tuckertown (yadkin),Run-of-River,1962.0,42.0,43.0,3411.0,42.0,38.0,77431.7
1234,171,narrows (yadkin),Storage,1924.0,96.5,117.0,5911.0,108.0,80.0,251444.5
1235,171,falls (yadkin),Run-of-River,1922.0,31.5,32.0,4381.0,32.0,22.0,65082.5
1236,39,shepaug,Run of River,1955.0,37.2,42.0,708.0,43.0,43.0,29207.674
1237,39,stevenson,Run of River,1936.0,30.5,30.0,796.0,29.0,29.0,22844.164
1238,190,cabot,Run of River,1917.0,51.0,52.0,1300.0,53.0,53.0,59431.04
1239,190,cobble mountain,Storage,1930.0,33.0,25.0,824.0,34.0,34.0,7089.5
1240,67,hadley falls,RUN OF RIVER,1983.0,30.8,29.0,6084.0,32.0,32.0,156495.58
1241,199,york-haven,Run-of-River,1930.0,19.6,22.0,8774.0,19.0,19.0,129.591
1242,146,amoskeag,Run of River-Storage,1924.0,16.0,18.0,7262.0,18.0,18.0,87966.86
1243,146,garvins,Run of River-Storage,1981.0,12.4,10.0,7512.0,12.0,12.0,42952.28
1244,146,smith,Run of River-Stge,1949.0,15.0,17.0,8435.0,14.0,11.0,100389.86
1245,98,thomson,Storage,1949.0,72.6,71.0,8760.0,71.0,71.0,276060.9
1246,98,blanchard,Run of River,1988.0,18.0,17.0,8760.0,17.0,17.0,112090.2
1247,98,fond du lac,Storage,1924.0,12.0,11.0,8760.0,11.0,11.0,50560.4
1248,57,mathis-terrora,Storage,1925.0,16.0,17.0,8783.0,17.0,15.0,24790.0
1249,57,tallulah falls,Run-of-River,1920.0,72.0,69.0,8715.0,72.0,66.0,63981.0
1250,57,tugalo,Run-of-River,1924.0,45.0,47.0,8777.0,52.0,45.0,60880.0
1251,57,yonah,Run-of-River,1925.0,23.0,26.0,8772.0,29.0,25.0,23048.0
1252,57,bartletts ferry,Storage,1985.0,173.0,182.0,8778.0,194.0,176.0,224227.746
1253,57,goat rock,Run-of-River,1956.0,26.0,29.0,8726.0,28.0,27.0,99718.0
1254,57,oliver dam,Run-of-River,1959.0,60.0,61.0,8671.0,60.0,59.0,117365.0
1255,57,north highlands,Run-of-River,1963.0,30.0,45.0,8516.0,35.0,34.0,67374.0
1256,57,sinclair dam,Storage,1953.0,45.0,44.0,8772.0,44.0,39.0,59340.0
1257,57,lloyd shoals,Storage,1916.0,14.0,18.0,8784.0,23.0,20.0,42654.0
1258,57,morgan falls,Run-of-River,1923.0,17.0,14.0,8765.0,14.0,10.0,28448.0
1259,57,wallace dam,Storage,1980.0,113.0,112.0,3791.0,115.0,109.0,431797.0
1260,177,osage,Storage,1953.0,208.0,218.0,7706.0,212.0,140.0,176813.0
1261,186,roanoke rapids,Daily Storage,1955.0,100.0,104.0,8784.0,99.0,99.0,255473.0
1262,186,gaston,Weekly Storage,1963.0,178.0,205.0,3599.0,225.0,225.0,234329.0
1263,202,cooper lake,Storage,1961.0,16.66,17.0,1530.0,17.0,16.0,14063.9
1264,202,eklutna,Storage,1954.0,44.4,41.0,15310.0,41.0,39.0,76282.84
1265,168,conowingo,Run of River,1964.0,474.0,493.0,8760.0,512.0,512.0,1713984.0
1266,196,petenwell,Storage,1950.0,20.0,21.0,8784.0,23.0,4.0,90835.7
1267,196,castle rock,Storage,1951.0,15.0,19.0,8784.0,20.0,3.0,91010.5
1268,159,parr,Run-of-river,1921.0,14.9,17.0,8650.0,14.0,14.0,51798.0
1269,159,columbia,Run-of-river,1929.0,10.6,12.0,8368.0,10.0,10.0,30810.0
1270,159,saluda,Storage,1971.0,197.5,205.0,5442.0,206.0,206.0,93281.0
1271,159,stevens creek,Run-of-River,1926.0,18.9,17.0,8780.0,9.0,9.0,56347.0
1272,150,lower baker,Storage,1960.0,71.4,72.0,6746.0,71.0,71.0,349677.4
1273,150,upper baker,Storage,1959.0,90.7,106.0,3710.0,103.0,103.0,330346.13
1274,150,snoqualmie falls #1,Run of River,1905.0,11.9,7.0,4004.0,13.0,13.0,17751.6
1275,150,snoqualmie falls #2,Run of River,1957.0,30.09,36.0,8250.0,31.0,31.0,219118.73
1276,150,white river,Run of River,1924.0,70.0,64.0,5339.0,70.0,70.0,248082.0
1277,45,bridgewater,Storage,1919.0,20.0,24.0,2326.0,23.0,19.0,31011.0
